[2025-06-11 16:22:42.017] Set mA
[2025-06-11 16:23:31.506] Set: 412 V,  HV: 358 V,  I: 3.06 mA
[2025-06-11 16:23:31.712] Set: 408 V,  HV: 362 V,  I: 3.06 mA
[2025-06-11 16:23:31.916] Set: 392 V,  HV: 357 V,  I: 3.10 mA
[2025-06-11 16:23:32.110] Set: 393 V,  HV: 357 V,  I: 3.10 mA
[2025-06-11 16:23:32.319] Set: 398 V,  HV: 356 V,  I: 3.12 mA
[2025-06-11 16:23:32.521] Set: 402 V,  HV: 361 V,  I: 3.10 mA
[2025-06-11 16:23:32.719] Set: 401 V,  HV: 360 V,  I: 3.11 mA
[2025-06-11 16:23:32.918] Set: 399 V,  HV: 358 V,  I: 3.11 mA
[2025-06-11 16:23:33.120] Set: 404 V,  HV: 351 V,  I: 3.08 mA
[2025-06-11 16:23:33.329] Set: 409 V,  HV: 351 V,  I: 3.07 mA
[2025-06-11 16:23:33.529] Set: 407 V,  HV: 351 V,  I: 3.08 mA
[2025-06-11 16:23:33.729] Set: 395 V,  HV: 353 V,  I: 3.11 mA
[2025-06-11 16:23:33.933] Set: 396 V,  HV: 354 V,  I: 3.11 mA
[2025-06-11 16:23:34.137] Set: 396 V,  HV: 354 V,  I: 3.11 mA
[2025-06-11 16:23:34.340] Set: 404 V,  HV: 360 V,  I: 3.09 mA
[2025-06-11 16:23:34.538] Set: 397 V,  HV: 357 V,  I: 3.09 mA
[2025-06-11 16:23:34.732] Set: 403 V,  HV: 360 V,  I: 3.09 mA
[2025-06-11 16:23:34.948] Set: 402 V,  HV: 351 V,  I: 3.08 mA
[2025-06-11 16:23:35.136] Set: 399 V,  HV: 354 V,  I: 3.09 mA
[2025-06-11 16:23:35.337] Set: 392 V,  HV: 358 V,  I: 3.08 mA
[2025-06-11 16:23:35.553] Set: 398 V,  HV: 353 V,  I: 3.12 mA
[2025-06-11 16:23:35.750] Set: 392 V,  HV: 353 V,  I: 3.10 mA
[2025-06-11 16:23:35.951] Set: 396 V,  HV: 354 V,  I: 3.10 mA
[2025-06-11 16:23:36.150] Set: 393 V,  HV: 354 V,  I: 3.07 mA
[2025-06-11 16:23:36.357] Set: 404 V,  HV: 359 V,  I: 3.09 mA
[2025-06-11 16:23:36.549] Set: 396 V,  HV: 359 V,  I: 3.08 mA
[2025-06-11 16:23:36.760] Set: 402 V,  HV: 356 V,  I: 3.10 mA
[2025-06-11 16:23:36.962] Set: 390 V,  HV: 358 V,  I: 3.08 mA
[2025-06-11 16:23:37.163] Set: 398 V,  HV: 357 V,  I: 3.10 mA
[2025-06-11 16:23:37.369] Set: 392 V,  HV: 357 V,  I: 3.10 mA
[2025-06-11 16:23:37.569] Set: 389 V,  HV: 361 V,  I: 3.08 mA
[2025-06-11 16:23:37.770] Set: 390 V,  HV: 363 V,  I: 3.09 mA
[2025-06-11 16:23:37.975] Set: 409 V,  HV: 374 V,  I: 3.06 mA
[2025-06-11 16:23:38.174] Set: 399 V,  HV: 372 V,  I: 3.04 mA
